"","word","sentiment","n","date"
"86","perfect","positive",21,2021-04-02
"87","popular","positive",21,2021-04-02
"88","trump","positive",21,2021-04-02
"89","winner","positive",21,2021-04-02
"90","won","positive",21,2021-04-02
"91","beautiful","positive",20,2021-04-02
"92","excellent","positive",20,2021-04-02
"93","inevitable","negative",20,2021-04-02
"94","leverage","positive",20,2021-04-02
"95","losing","negative",20,2021-04-02
"96","promising","positive",20,2021-04-02
"97","limited","negative",19,2021-04-02
"98","fall","negative",18,2021-04-02
"99","loss","negative",18,2021-04-02
"100","positive","positive",18,2021-04-02
"101","pretty","positive",18,2021-04-02
"102","false","negative",17,2021-04-02
"103","nifty","positive",17,2021-04-02
"104","passive","negative",17,2021-04-02
"105","patience","positive",17,2021-04-02
"106","sin","negative",17,2021-04-02
"107","winning","positive",17,2021-04-02
"108","fidelity","positive",16,2021-04-02
"109","funny","negative",16,2021-04-02
"110","healthy","positive",16,2021-04-02
"111","helping","positive",16,2021-04-02
"112","broken","negative",15,2021-04-02
"113","falling","negative",15,2021-04-02
"114","fucking","negative",15,2021-04-02
"115","golden","positive",15,2021-04-02
"116","innovation","positive",15,2021-04-02
"117","slow","negative",15,2021-04-02
"118","superior","positive",15,2021-04-02
"119","advanced","positive",14,2021-04-02
"120","celebration","positive",14,2021-04-02
"121","damn","negative",14,2021-04-02
"122","easier","positive",14,2021-04-02
"123","fresh","positive",14,2021-04-02
"124","lead","positive",14,2021-04-02
"125","leading","positive",14,2021-04-02
"126","outperformed","positive",14,2021-04-02
"127","recommend","positive",14,2021-04-02
"128","regretted","negative",14,2021-04-02
"129","benefit","positive",13,2021-04-02
"130","disruption","negative",13,2021-04-02
"131","fail","negative",13,2021-04-02
"132","faster","positive",13,2021-04-02
"133","incredible","positive",13,2021-04-02
"134","innovative","positive",13,2021-04-02
"135","loved","positive",13,2021-04-02
"136","outperform","positive",13,2021-04-02
"137","powerful","positive",13,2021-04-02
"138","promise","positive",13,2021-04-02
"139","protect","positive",13,2021-04-02
"140","shock","negative",13,2021-04-02
"141","slowly","negative",13,2021-04-02
"142","valuable","positive",13,2021-04-02
"143","warning","negative",13,2021-04-02
"144","bother","negative",12,2021-04-02
"145","fib","negative",12,2021-04-02
"146","gained","positive",12,2021-04-02
"147","insane","negative",12,2021-04-02
"148","lie","negative",12,2021-04-02
"149","luxury","positive",12,2021-04-02
"150","master","positive",12,2021-04-02
"151","missed","negative",12,2021-04-02
"152","modern","positive",12,2021-04-02
"153","negative","negative",12,2021-04-02
"154","progress","positive",12,2021-04-02
"155","scams","negative",12,2021-04-02
"156","spiritual","positive",12,2021-04-02
"157","volatile","negative",12,2021-04-02
"158","wealthy","positive",12,2021-04-02
"159","beauty","positive",11,2021-04-02
"160","crap","negative",11,2021-04-02
"161","debt","negative",11,2021-04-02
"162","decline","negative",11,2021-04-02
"163","expensive","negative",11,2021-04-02
"164","fails","negative",11,2021-04-02
"165","fud","negative",11,2021-04-02
"166","hate","negative",11,2021-04-02
"167","instantly","positive",11,2021-04-02
"168","likes","positive",11,2021-04-02
"169","magic","positive",11,2021-04-02
"170","peace","positive",11,2021-04-02
"171","premier","positive",11,2021-04-02
"172","respect","positive",11,2021-04-02
"173","solid","positive",11,2021-04-02
"174","wild","negative",11,2021-04-02
"175","brilliant","positive",10,2021-04-02
"176","creative","positive",10,2021-04-02
"177","efficient","positive",10,2021-04-02
"178","fear","negative",10,2021-04-02
"179","fool","negative",10,2021-04-02
"180","hedge","negative",10,2021-04-02
"181","hell","negative",10,2021-04-02
"182","improve","positive",10,2021-04-02
"183","strike","negative",10,2021-04-02
"184","stupid","negative",10,2021-04-02
"185","waste","negative",10,2021-04-02
"186","weak","negative",10,2021-04-02
"187","advantage","positive",9,2021-04-02
"188","attack","negative",9,2021-04-02
"189","cloud","negative",9,2021-04-02
"190","crisis","negative",9,2021-04-02
"191","doubt","negative",9,2021-04-02
"192","explode","negative",9,2021-04-02
"193","fair","positive",9,2021-04-02
"194","faith","positive",9,2021-04-02
"195","fine","positive",9,2021-04-02
"196","issue","negative",9,2021-04-02
"197","limit","negative",9,2021-04-02
"198","mar","negative",9,2021-04-02
"199","precious","positive",9,2021-04-02
"200","reliable","positive",9,2021-04-02
"201","risks","negative",9,2021-04-02
"202","succeed","positive",9,2021-04-02
"203","successfully","positive",9,2021-04-02
"204","thankful","positive",9,2021-04-02
"205","tout","negative",9,2021-04-02
"206","wedge","negative",9,2021-04-02
"207","wise","positive",9,2021-04-02
"208","woo","positive",9,2021-04-02
"209","worry","negative",9,2021-04-02
"210","avalanche","negative",8,2021-04-02
"211","benefits","positive",8,2021-04-02
"212","beware","negative",8,2021-04-02
"213","blow","negative",8,2021-04-02
"214","boring","negative",8,2021-04-02
"215","bright","positive",8,2021-04-02
"216","bullshit","negative",8,2021-04-02
"217","chill","negative",8,2021-04-02
"218","cold","negative",8,2021-04-02
"219","evil","negative",8,2021-04-02
"220","fans","positive",8,2021-04-02
"221","fell","negative",8,2021-04-02
"222","genius","positive",8,2021-04-02
"223","grind","negative",8,2021-04-02
"224","grumpy","negative",8,2021-04-02
"225","helped","positive",8,2021-04-02
"226","humble","positive",8,2021-04-02
"227","ignore","negative",8,2021-04-02
"228","issues","negative",8,2021-04-02
"229","pros","positive",8,2021-04-02
"230","proud","positive",8,2021-04-02
"231","significant","positive",8,2021-04-02
"232","stronger","positive",8,2021-04-02
"233","unlimited","positive",8,2021-04-02
"234","accurate","positive",7,2021-04-02
"235","award","positive",7,2021-04-02
"236","cheaper","positive",7,2021-04-02
"237","correct","positive",7,2021-04-02
"238","crime","negative",7,2021-04-02
"239","dead","negative",7,2021-04-02
"240","easiest","positive",7,2021-04-02
"241","effective","positive",7,2021-04-02
"242","failed","negative",7,2021-04-02
"243","fake","negative",7,2021-04-02
"244","fantastic","positive",7,2021-04-02
"245","fastest","positive",7,2021-04-02
"246","favor","positive",7,2021-04-02
"247","grateful","positive",7,2021-04-02
"248","greed","negative",7,2021-04-02
"249","holy","positive",7,2021-04-02
"250","kill","negative",7,2021-04-02
"251","leads","positive",7,2021-04-02
"252","led","positive",7,2021-04-02
"253","loves","positive",7,2021-04-02
"254","manipulation","negative",7,2021-04-02
"255","mistake","negative",7,2021-04-02
"256","overpriced","negative",7,2021-04-02
"257","regret","negative",7,2021-04-02
"258","scary","negative",7,2021-04-02
"259","stability","positive",7,2021-04-02
"260","strongest","positive",7,2021-04-02
"261","stunning","positive",7,2021-04-02
"262","supports","positive",7,2021-04-02
"263","surpass","positive",7,2021-04-02
"264","useless","negative",7,2021-04-02
"265","weakness","negative",7,2021-04-02
"266","worst","negative",7,2021-04-02
"267","worthless","negative",7,2021-04-02
"268","accessible","positive",6,2021-04-02
"269","appeal","positive",6,2021-04-02
"270","audible","positive",6,2021-04-02
"271","craze","negative",6,2021-04-02
"272","crush","negative",6,2021-04-02
"273","error","negative",6,2021-04-02
"274","exceed","positive",6,2021-04-02
"275","famous","positive",6,2021-04-02
"276","friendly","positive",6,2021-04-02
"277","grand","positive",6,2021-04-02
"278","heaven","positive",6,2021-04-02
"279","honest","positive",6,2021-04-02
"280","ideal","positive",6,2021-04-02
"281","idiot","negative",6,2021-04-02
"282","ignorant","negative",6,2021-04-02
"283","nicely","positive",6,2021-04-02
"284","outperforming","positive",6,2021-04-02
"285","promises","positive",6,2021-04-02
"286","reasonable","positive",6,2021-04-02
"287","recovery","positive",6,2021-04-02
"288","scarce","negative",6,2021-04-02
"289","scared","negative",6,2021-04-02
"290","smile","positive",6,2021-04-02
"291","stuck","negative",6,2021-04-02
"292","tension","negative",6,2021-04-02
"293","transparent","positive",6,2021-04-02
"294","unexpected","negative",6,2021-04-02
"295","unknown","negative",6,2021-04-02
"296","warned","negative",6,2021-04-02
"297","wisdom","positive",6,2021-04-02
"298","advantages","positive",5,2021-04-02
"299","afraid","negative",5,2021-04-02
"300","appreciated","positive",5,2021-04-02
"301","approval","positive",5,2021-04-02
"302","breakdown","negative",5,2021-04-02
"303","buckle","negative",5,2021-04-02
"304","cancer","negative",5,2021-04-02
"305","celebrate","positive",5,2021-04-02
"306","clean","positive",5,2021-04-02
"307","comfort","positive",5,2021-04-02
"308","complex","negative",5,2021-04-02
"309","crashing","negative",5,2021-04-02
"310","dark","negative",5,2021-04-02
"311","decent","positive",5,2021-04-02
"312","declining","negative",5,2021-04-02
"313","dope","negative",5,2021-04-02
"314","downside","negative",5,2021-04-02
"315","drones","negative",5,2021-04-02
"316","dumb","negative",5,2021-04-02
"317","enjoying","positive",5,2021-04-02
"318","excuse","negative",5,2021-04-02
"319","extraordinary","positive",5,2021-04-02
"320","fat","negative",5,2021-04-02
"321","greedy","negative",5,2021-04-02
"322","happily","positive",5,2021-04-02
"323","humor","positive",5,2021-04-02
"324","impressive","positive",5,2021-04-02
"325","knock","negative",5,2021-04-02
"326","liberty","positive",5,2021-04-02
"327","losses","negative",5,2021-04-02
"328","loving","positive",5,2021-04-02
"329","marvel","positive",5,2021-04-02
"330","noise","negative",5,2021-04-02
"331","optimism","positive",5,2021-04-02
"332","panic","negative",5,2021-04-02
"333","pleasure","positive",5,2021-04-02
"334","productive","positive",5,2021-04-02
"335","proven","positive",5,2021-04-02
"336","rejected","negative",5,2021-04-02
"337","relent","positive",5,2021-04-02
"338","revolutionary","positive",5,2021-04-02
"339","richer","positive",5,2021-04-02
"340","rip","negative",5,2021-04-02
"341","risky","negative",5,2021-04-02
"342","ruin","negative",5,2021-04-02
"343","sad","negative",5,2021-04-02
"344","seamless","positive",5,2021-04-02
"345","sick","negative",5,2021-04-02
"346","sink","negative",5,2021-04-02
"347","stress","negative",5,2021-04-02
"348","tops","positive",5,2021-04-02
"349","trash","negative",5,2021-04-02
"350","underdog","negative",5,2021-04-02
"351","upgraded","positive",5,2021-04-02
"352","winners","positive",5,2021-04-02
"353","wisely","positive",5,2021-04-02
"354","attractive","positive",4,2021-04-02
"355","barbaric","negative",4,2021-04-02
"356","bless","positive",4,2021-04-02
"357","brave","positive",4,2021-04-02
"358","bug","negative",4,2021-04-02
"359","burn","negative",4,2021-04-02
"360","burning","negative",4,2021-04-02
"361","cheapest","positive",4,2021-04-02
"362","clash","negative",4,2021-04-02
"363","commitment","positive",4,2021-04-02
"364","confusing","negative",4,2021-04-02
"365","consistent","positive",4,2021-04-02
"366","corruption","negative",4,2021-04-02
"367","critical","negative",4,2021-04-02
"368","cry","negative",4,2021-04-02
"369","dedicated","positive",4,2021-04-02
"370","delayed","negative",4,2021-04-02
"371","destroy","negative",4,2021-04-02
"372","dire","negative",4,2021-04-02
"373","disaster","negative",4,2021-04-02
"374","diversified","positive",4,2021-04-02
"375","dying","negative",4,2021-04-02
"376","effectively","positive",4,2021-04-02
"377","elite","positive",4,2021-04-02
"378","excuses","negative",4,2021-04-02
"379","failure","negative",4,2021-04-02
"380","fairly","positive",4,2021-04-02
"381","fraud","negative",4,2021-04-02
"382","hack","negative",4,2021-04-02
"383","happiness","positive",4,2021-04-02
"384","haters","negative",4,2021-04-02
"385","hottest","positive",4,2021-04-02
"386","illegal","negative",4,2021-04-02
"387","inefficient","negative",4,2021-04-02
"388","inspiration","positive",4,2021-04-02
"389","intelligence","positive",4,2021-04-02
"390","ironic","negative",4,2021-04-02
"391","joy","positive",4,2021-04-02
"392","lies","negative",4,2021-04-02
"393","limits","negative",4,2021-04-02
"394","longing","negative",4,2021-04-02
"395","loses","negative",4,2021-04-02
"396","lying","negative",4,2021-04-02
"397","mad","negative",4,2021-04-02
"398","mystery","negative",4,2021-04-02
"399","patient","positive",4,2021-04-02
"400","phenomenal","positive",4,2021-04-02
"401","plague","negative",4,2021-04-02
"402","poverty","negative",4,2021-04-02
"403","prefer","positive",4,2021-04-02
"404","prize","positive",4,2021-04-02
"405","prominent","positive",4,2021-04-02
"406","quiet","positive",4,2021-04-02
"407","rational","positive",4,2021-04-02
"408","rejection","negative",4,2021-04-02
"409","rival","negative",4,2021-04-02
"410","safely","positive",4,2021-04-02
"411","smooth","positive",4,2021-04-02
"412","steady","positive",4,2021-04-02
"413","stole","negative",4,2021-04-02
"414","supporting","positive",4,2021-04-02
"415","suspicious","negative",4,2021-04-02
"416","terrible","negative",4,2021-04-02
"417","toxic","negative",4,2021-04-02
"418","trapped","negative",4,2021-04-02
"419","treasure","positive",4,2021-04-02
"420","trusted","positive",4,2021-04-02
"421","unbelievable","negative",4,2021-04-02
"422","uncertain","negative",4,2021-04-02
"423","urgent","negative",4,2021-04-02
"424","virus","negative",4,2021-04-02
"425","wasted","negative",4,2021-04-02
"426","weed","negative",4,2021-04-02
"427","wins","positive",4,2021-04-02
"428","worse","negative",4,2021-04-02
"429","abuse","negative",3,2021-04-02
"430","accomplished","positive",3,2021-04-02
"431","affordable","positive",3,2021-04-02
"432","ambitious","positive",3,2021-04-02
"433","autonomous","positive",3,2021-04-02
"434","bargain","positive",3,2021-04-02
"435","blind","negative",3,2021-04-02
"436","bloated","negative",3,2021-04-02
"437","bloom","positive",3,2021-04-02
"438","breakthrough","positive",3,2021-04-02
"439","bugs","negative",3,2021-04-02
"440","bump","negative",3,2021-04-02
"441","burned","negative",3,2021-04-02
"442","bust","negative",3,2021-04-02
"443","champion","positive",3,2021-04-02
"444","cheats","negative",3,2021-04-02
"445","classic","positive",3,2021-04-02
"446","compatible","positive",3,2021-04-02
"447","complains","negative",3,2021-04-02
"448","concerns","negative",3,2021-04-02
"449","confidence","positive",3,2021-04-02
"450","confident","positive",3,2021-04-02
"451","corrupt","negative",3,2021-04-02
"452","credible","positive",3,2021-04-02
"453","creeps","negative",3,2021-04-02
"454","crude","negative",3,2021-04-02
"455","crushed","negative",3,2021-04-02
"456","cure","positive",3,2021-04-02
"457","cute","positive",3,2021-04-02
"458","dangerous","negative",3,2021-04-02
"459","death","negative",3,2021-04-02
"460","delays","negative",3,2021-04-02
"461","dick","negative",3,2021-04-02
"462","dirty","negative",3,2021-04-02
"463","dumped","negative",3,2021-04-02
"464","dumping","negative",3,2021-04-02
"465","ease","positive",3,2021-04-02
"466","educated","positive",3,2021-04-02
"467","empower","positive",3,2021-04-02
"468","encourage","positive",3,2021-04-02
"469","enemies","negative",3,2021-04-02
"470","expired","negative",3,2021-04-02
"471","fabulous","positive",3,2021-04-02
"472","favour","positive",3,2021-04-02
"473","fearful","negative",3,2021-04-02
"474","fortune","positive",3,2021-04-02
"475","freaks","negative",3,2021-04-02
"476","gaining","positive",3,2021-04-02
"477","gems","positive",3,2021-04-02
"478","genuine","positive",3,2021-04-02
"479","grin","positive",3,2021-04-02
"480","guarantee","positive",3,2021-04-02
"481","hale","positive",3,2021-04-02
"482","hang","negative",3,2021-04-02
"483","harmony","positive",3,2021-04-02
"484","heck","negative",3,2021-04-02
"485","hilarious","positive",3,2021-04-02
"486","horrible","negative",3,2021-04-02
"487","hug","positive",3,2021-04-02
"488","illusion","negative",3,2021-04-02
"489","inferior","negative",3,2021-04-02
"490","irresponsible","negative",3,2021-04-02
"491","lack","negative",3,2021-04-02
"492","liability","negative",3,2021-04-02
"493","loser","negative",3,2021-04-02
"494","lovely","positive",3,2021-04-02
"495","lucrative","positive",3,2021-04-02
"496","miracle","positive",3,2021-04-02
"497","nonsense","negative",3,2021-04-02
"498","overtake","positive",3,2021-04-02
"499","pain","negative",3,2021-04-02
"500","passion","positive",3,2021-04-02
"501","perfectly","positive",3,2021-04-02
"502","pig","negative",3,2021-04-02
"503","pleased","positive",3,2021-04-02
"504","plot","negative",3,2021-04-02
"505","precisely","positive",3,2021-04-02
"506","prison","negative",3,2021-04-02
"507","proper","positive",3,2021-04-02
"508","qualified","positive",3,2021-04-02
"509","radically","negative",3,2021-04-02
"510","rape","negative",3,2021-04-02
"511","rapport","positive",3,2021-04-02
"512","realistic","positive",3,2021-04-02
"513","recover","positive",3,2021-04-02
"514","refuse","negative",3,2021-04-02
"515","revenge","negative",3,2021-04-02
"516","robust","positive",3,2021-04-02
"517","rubbish","negative",3,2021-04-02
"518","scarcity","negative",3,2021-04-02
"519","shine","positive",3,2021-04-02
"520","shocking","negative",3,2021-04-02
"521","silly","negative",3,2021-04-02
"522","skeptic","negative",3,2021-04-02
"523","skill","positive",3,2021-04-02
"524","smartest","positive",3,2021-04-02
"525","stagnant","negative",3,2021-04-02
"526","stolen","negative",3,2021-04-02
"527","struggles","negative",3,2021-04-02
"528","struggling","negative",3,2021-04-02
"529","suck","negative",3,2021-04-02
"530","sucked","negative",3,2021-04-02
"531","sufficient","positive",3,2021-04-02
"532","supreme","positive",3,2021-04-02
"533","suspect","negative",3,2021-04-02
"534","swift","positive",3,2021-04-02
"535","thrive","positive",3,2021-04-02
"536","thriving","positive",3,2021-04-02
"537","torture","negative",3,2021-04-02
"538","tough","positive",3,2021-04-02
"539","underestimate","negative",3,2021-04-02
"540","vice","negative",3,2021-04-02
"541","wasting","negative",3,2021-04-02
"542","wildly","negative",3,2021-04-02
"543","worried","negative",3,2021-04-02
"544","worries","negative",3,2021-04-02
"545","worthy","positive",3,2021-04-02
"546","abruptly","negative",2,2021-04-02
"547","absence","negative",2,2021-04-02
"548","advantageous","positive",2,2021-04-02
"549","advocate","positive",2,2021-04-02
"550","angel","positive",2,2021-04-02
"551","annoying","negative",2,2021-04-02
"552","arbitrary","negative",2,2021-04-02
"553","assuring","positive",2,2021-04-02
"554","attacks","negative",2,2021-04-02
"555","beautifully","positive",2,2021-04-02
"556","begging","negative",2,2021-04-02
"557","bent","negative",2,2021-04-02
"558","betray","negative",2,2021-04-02
"559","betrayal","negative",2,2021-04-02
"560","bitch","negative",2,2021-04-02
"561","blame","negative",2,2021-04-02
"562","boil","negative",2,2021-04-02
"563","boiling","negative",2,2021-04-02
"564","bored","negative",2,2021-04-02
"565","brutal","negative",2,2021-04-02
"566","brutally","negative",2,2021-04-02
"567","calm","positive",2,2021-04-02
"568","champ","positive",2,2021-04-02
"569","chaos","negative",2,2021-04-02
"570","cheat","negative",2,2021-04-02
"571","clever","positive",2,2021-04-02
"572","collapse","negative",2,2021-04-02
"573","confuse","negative",2,2021-04-02
"574","confused","negative",2,2021-04-02
"575","cons","negative",2,2021-04-02
"576","conservative","negative",2,2021-04-02
"577","conspiracy","negative",2,2021-04-02
"578","convenience","positive",2,2021-04-02
"579","convenient","positive",2,2021-04-02
"580","cornerstone","positive",2,2021-04-02
"581","correctly","positive",2,2021-04-02
"582","cracked","negative",2,2021-04-02
"583","crashed","negative",2,2021-04-02
"584","creeping","negative",2,2021-04-02
"585","damage","negative",2,2021-04-02
"586","dawn","positive",2,2021-04-02
"587","decisive","positive",2,2021-04-02
"588","delay","negative",2,2021-04-02
"589","dense","negative",2,2021-04-02
"590","despair","negative",2,2021-04-02
"591","deviation","negative",2,2021-04-02
"592","difficult","negative",2,2021-04-02
"593","dirt","negative",2,2021-04-02
"594","dumps","negative",2,2021-04-02
"595","dust","negative",2,2021-04-02
"596","dynamic","positive",2,2021-04-02
"597","eager","positive",2,2021-04-02
"598","easing","positive",2,2021-04-02
"599","effortless","positive",2,2021-04-02
"600","embarrassing","negative",2,2021-04-02
"601","encouraging","positive",2,2021-04-02
"602","endorsement","positive",2,2021-04-02
"603","enemy","negative",2,2021-04-02
"604","erase","negative",2,2021-04-02
"605","euphoria","positive",2,2021-04-02
"606","excelent","positive",2,2021-04-02
"607","excitement","positive",2,2021-04-02
"608","explosive","negative",2,2021-04-02
"609","falls","negative",2,2021-04-02
"610","fascinating","positive",2,2021-04-02
"611","fault","negative",2,2021-04-02
"612","fav","positive",2,2021-04-02
"613","finest","positive",2,2021-04-02
"614","fleeing","negative",2,2021-04-02
"615","flexibility","positive",2,2021-04-02
"616","flexible","positive",2,2021-04-02
"617","fooled","negative",2,2021-04-02
"618","forbid","negative",2,2021-04-02
"619","fortitude","positive",2,2021-04-02
"620","ftw","positive",2,2021-04-02
"621","funky","negative",2,2021-04-02
"622","futuristic","positive",2,2021-04-02
"623","garbage","negative",2,2021-04-02
"624","gifted","positive",2,2021-04-02
"625","glory","positive",2,2021-04-02
"626","goodness","positive",2,2021-04-02
"627","gossip","negative",2,2021-04-02
"628","grace","positive",2,2021-04-02
"629","groundbreaking","positive",2,2021-04-02
"630","guidance","positive",2,2021-04-02
"631","hacks","negative",2,2021-04-02
"632","hail","positive",2,2021-04-02
"633","harassment","negative",2,2021-04-02
"634","harmful","negative",2,2021-04-02
"635","harsh","negative",2,2021-04-02
"636","hateful","negative",2,2021-04-02
"637","hates","negative",2,2021-04-02
"638","hatred","negative",2,2021-04-02
"639","helpful","positive",2,2021-04-02
"640","honor","positive",2,2021-04-02
"641","hurt","negative",2,2021-04-02
"642","hypocrite","negative",2,2021-04-02
"643","hypocrites","negative",2,2021-04-02
"644","idiots","negative",2,2021-04-02
"645","imaginary","negative",2,2021-04-02
"646","imbalance","negative",2,2021-04-02
"647","impatient","negative",2,2021-04-02
"648","impractical","negative",2,2021-04-02
"649","impressed","positive",2,2021-04-02
"650","improved","positive",2,2021-04-02
"651","incredibly","positive",2,2021-04-02
"652","inflationary","negative",2,2021-04-02
"653","infringement","negative",2,2021-04-02
"654","insanity","negative",2,2021-04-02
"655","integral","positive",2,2021-04-02
"656","intriguing","positive",2,2021-04-02
"657","irresponsibly","negative",2,2021-04-02
"658","jeopardy","negative",2,2021-04-02
"659","killed","negative",2,2021-04-02
"660","killing","negative",2,2021-04-02
"661","lagging","negative",2,2021-04-02
"662","leak","negative",2,2021-04-02
"663","legendary","positive",2,2021-04-02
"664","lied","negative",2,2021-04-02
"665","liking","positive",2,2021-04-02
"666","limitations","negative",2,2021-04-02
"667","logical","positive",2,2021-04-02
"668","lonely","negative",2,2021-04-02
"669","loose","negative",2,2021-04-02
"670","losers","negative",2,2021-04-02
"671","loyalty","positive",2,2021-04-02
"672","madness","negative",2,2021-04-02
"673","magical","positive",2,2021-04-02
"674","maturity","positive",2,2021-04-02
"675","meaningful","positive",2,2021-04-02
"676","merit","positive",2,2021-04-02
"677","mess","negative",2,2021-04-02
"678","messed","negative",2,2021-04-02
"679","mighty","positive",2,2021-04-02
"680","mist","negative",2,2021-04-02
"681","modest","positive",2,2021-04-02
"682","moron","negative",2,2021-04-02
"683","openly","positive",2,2021-04-02
"684","overblown","negative",2,2021-04-02
"685","overwhelming","negative",2,2021-04-02
"686","passe","negative",2,2021-04-02
"687","patiently","positive",2,2021-04-02
"688","peaceful","positive",2,2021-04-02
"689","perfection","positive",2,2021-04-02
"690","pessimistic","negative",2,2021-04-02
"691","pigs","negative",2,2021-04-02
"692","prejudice","negative",2,2021-04-02
"693","profound","positive",2,2021-04-02
"694","promised","positive",2,2021-04-02
"695","properly","positive",2,2021-04-02
"696","protection","positive",2,2021-04-02
"697","protest","negative",2,2021-04-02
"698","proving","positive",2,2021-04-02
"699","pure","positive",2,2021-04-02
"700","rage","negative",2,2021-04-02
"701","rail","negative",2,2021-04-02
"702","recession","negative",2,2021-04-02
"703","redundant","negative",2,2021-04-02
"704","relaxed","positive",2,2021-04-02
"705","restored","positive",2,2021-04-02
"706","ridiculous","negative",2,2021-04-02
"707","rockstar","positive",2,2021-04-02
"708","saint","positive",2,2021-04-02
"709","sarcastic","negative",2,2021-04-02
"710","savage","negative",2,2021-04-02
"711","scare","negative",2,2021-04-02
"712","screwed","negative",2,2021-04-02
"713","shame","negative",2,2021-04-02
"714","shark","negative",2,2021-04-02
"715","sharply","negative",2,2021-04-02
"716","shocked","negative",2,2021-04-02
"717","simpler","positive",2,2021-04-02
"718","simplify","positive",2,2021-04-02
"719","sincerely","positive",2,2021-04-02
"720","skeptical","negative",2,2021-04-02
"721","slave","negative",2,2021-04-02
"722","slaves","negative",2,2021-04-02
"723","sloth","negative",2,2021-04-02
"724","slower","negative",2,2021-04-02
"725","smarter","positive",2,2021-04-02
"726","smash","negative",2,2021-04-02
"727","smell","negative",2,2021-04-02
"728","smiling","positive",2,2021-04-02
"729","soft","positive",2,2021-04-02
"730","sophisticated","positive",2,2021-04-02
"731","steal","negative",2,2021-04-02
"732","strictly","negative",2,2021-04-02
"733","struggle","negative",2,2021-04-02
"734","stupidity","negative",2,2021-04-02
"735","sucker","negative",2,2021-04-02
"736","sucks","negative",2,2021-04-02
"737","supporter","positive",2,2021-04-02
"738","sustainability","positive",2,2021-04-02
"739","sustainable","positive",2,2021-04-02
"740","sweet","positive",2,2021-04-02
"741","talent","positive",2,2021-04-02
"742","tamper","negative",2,2021-04-02
"743","tanks","negative",2,2021-04-02
"744","threat","negative",2,2021-04-02
"745","thrift","positive",2,2021-04-02
"746","tired","negative",2,2021-04-02
"747","traction","positive",2,2021-04-02
"748","tranquility","positive",2,2021-04-02
"749","trouble","negative",2,2021-04-02
