"","word","sentiment","n","date"
"105","fine","positive",4,2021-03-07
"106","fortune","positive",4,2021-03-07
"107","fucking","negative",4,2021-03-07
"108","hedge","negative",4,2021-03-07
"109","honest","positive",4,2021-03-07
"110","impossible","negative",4,2021-03-07
"111","innovation","positive",4,2021-03-07
"112","issue","negative",4,2021-03-07
"113","lead","positive",4,2021-03-07
"114","luck","positive",4,2021-03-07
"115","manipulate","negative",4,2021-03-07
"116","positive","positive",4,2021-03-07
"117","split","negative",4,2021-03-07
"118","strongest","positive",4,2021-03-07
"119","super","positive",4,2021-03-07
"120","trash","negative",4,2021-03-07
"121","wedge","negative",4,2021-03-07
"122","winner","positive",4,2021-03-07
"123","attack","negative",3,2021-03-07
"124","benefit","positive",3,2021-03-07
"125","bs","negative",3,2021-03-07
"126","classic","positive",3,2021-03-07
"127","competitive","positive",3,2021-03-07
"128","crush","negative",3,2021-03-07
"129","decent","positive",3,2021-03-07
"130","destroy","negative",3,2021-03-07
"131","enjoying","positive",3,2021-03-07
"132","expensive","negative",3,2021-03-07
"133","explode","negative",3,2021-03-07
"134","fair","positive",3,2021-03-07
"135","fall","negative",3,2021-03-07
"136","fresh","positive",3,2021-03-07
"137","fud","negative",3,2021-03-07
"138","funny","negative",3,2021-03-07
"139","genius","positive",3,2021-03-07
"140","grateful","positive",3,2021-03-07
"141","haters","negative",3,2021-03-07
"142","ignorant","negative",3,2021-03-07
"143","killing","negative",3,2021-03-07
"144","leverage","positive",3,2021-03-07
"145","losing","negative",3,2021-03-07
"146","mania","negative",3,2021-03-07
"147","patience","positive",3,2021-03-07
"148","patient","positive",3,2021-03-07
"149","perfect","positive",3,2021-03-07
"150","popular","positive",3,2021-03-07
"151","prefer","positive",3,2021-03-07
"152","recover","positive",3,2021-03-07
"153","risky","negative",3,2021-03-07
"154","savings","positive",3,2021-03-07
"155","secure","positive",3,2021-03-07
"156","slowly","negative",3,2021-03-07
"157","smell","negative",3,2021-03-07
"158","superior","positive",3,2021-03-07
"159","tout","negative",3,2021-03-07
"160","trick","negative",3,2021-03-07
"161","valuable","positive",3,2021-03-07
"162","weed","negative",3,2021-03-07
"163","wild","negative",3,2021-03-07
"164","wonderful","positive",3,2021-03-07
"165","worry","negative",3,2021-03-07
"166","worst","negative",3,2021-03-07
"167","addict","negative",2,2021-03-07
"168","advantage","positive",2,2021-03-07
"169","affordable","positive",2,2021-03-07
"170","angel","positive",2,2021-03-07
"171","arrogant","negative",2,2021-03-07
"172","benefits","positive",2,2021-03-07
"173","blow","negative",2,2021-03-07
"174","boost","positive",2,2021-03-07
"175","breaks","negative",2,2021-03-07
"176","buckle","negative",2,2021-03-07
"177","bugs","negative",2,2021-03-07
"178","bullshit","negative",2,2021-03-07
"179","bullying","negative",2,2021-03-07
"180","capitulate","negative",2,2021-03-07
"181","cheaper","positive",2,2021-03-07
"182","clueless","negative",2,2021-03-07
"183","conservative","negative",2,2021-03-07
"184","crashes","negative",2,2021-03-07
"185","craze","negative",2,2021-03-07
"186","craziness","negative",2,2021-03-07
"187","cry","negative",2,2021-03-07
"188","danke","positive",2,2021-03-07
"189","darling","positive",2,2021-03-07
"190","debts","negative",2,2021-03-07
"191","defeated","positive",2,2021-03-07
"192","destruction","negative",2,2021-03-07
"193","difficult","negative",2,2021-03-07
"194","disagree","negative",2,2021-03-07
"195","dissonance","negative",2,2021-03-07
"196","doubt","negative",2,2021-03-07
"197","drastically","negative",2,2021-03-07
"198","drones","negative",2,2021-03-07
"199","easier","positive",2,2021-03-07
"200","easing","positive",2,2021-03-07
"201","effective","positive",2,2021-03-07
"202","enjoyed","positive",2,2021-03-07
"203","excellent","positive",2,2021-03-07
"204","excited","positive",2,2021-03-07
"205","expired","negative",2,2021-03-07
"206","failure","negative",2,2021-03-07
"207","falling","negative",2,2021-03-07
"208","fans","positive",2,2021-03-07
"209","fastest","positive",2,2021-03-07
"210","favorite","positive",2,2021-03-07
"211","fool","negative",2,2021-03-07
"212","fuck","negative",2,2021-03-07
"213","gained","positive",2,2021-03-07
"214","gem","positive",2,2021-03-07
"215","glorious","positive",2,2021-03-07
"216","greedy","negative",2,2021-03-07
"217","hack","negative",2,2021-03-07
"218","hating","negative",2,2021-03-07
"219","healthy","positive",2,2021-03-07
"220","hell","negative",2,2021-03-07
"221","helped","positive",2,2021-03-07
"222","helping","positive",2,2021-03-07
"223","hurt","negative",2,2021-03-07
"224","hype","negative",2,2021-03-07
"225","idiots","negative",2,2021-03-07
"226","ignore","negative",2,2021-03-07
"227","implode","negative",2,2021-03-07
"228","impressive","positive",2,2021-03-07
"229","improvement","positive",2,2021-03-07
"230","inequality","negative",2,2021-03-07
"231","innovative","positive",2,2021-03-07
"232","insane","negative",2,2021-03-07
"233","ironically","negative",2,2021-03-07
"234","kill","negative",2,2021-03-07
"235","led","positive",2,2021-03-07
"236","liberty","positive",2,2021-03-07
"237","lie","negative",2,2021-03-07
"238","likes","positive",2,2021-03-07
"239","logical","positive",2,2021-03-07
"240","loose","negative",2,2021-03-07
"241","loss","negative",2,2021-03-07
"242","lovely","positive",2,2021-03-07
"243","loves","positive",2,2021-03-07
"244","loving","positive",2,2021-03-07
"245","luxury","positive",2,2021-03-07
"246","mad","negative",2,2021-03-07
"247","madness","negative",2,2021-03-07
"248","modern","positive",2,2021-03-07
"249","nifty","positive",2,2021-03-07
"250","outperform","positive",2,2021-03-07
"251","outrageous","negative",2,2021-03-07
"252","outstanding","positive",2,2021-03-07
"253","passion","positive",2,2021-03-07
"254","peaceful","positive",2,2021-03-07
"255","poverty","negative",2,2021-03-07
"256","powerful","positive",2,2021-03-07
"257","precious","positive",2,2021-03-07
"258","premier","positive",2,2021-03-07
"259","prize","positive",2,2021-03-07
"260","promised","positive",2,2021-03-07
"261","promises","positive",2,2021-03-07
"262","prosperity","positive",2,2021-03-07
"263","protest","negative",2,2021-03-07
"264","proven","positive",2,2021-03-07
"265","recovery","positive",2,2021-03-07
"266","rejected","negative",2,2021-03-07
"267","scarce","negative",2,2021-03-07
"268","shake","negative",2,2021-03-07
"269","sharply","negative",2,2021-03-07
"270","significant","positive",2,2021-03-07
"271","strictly","negative",2,2021-03-07
"272","surpass","positive",2,2021-03-07
"273","surreal","positive",2,2021-03-07
"274","sustainable","positive",2,2021-03-07
"275","terrible","negative",2,2021-03-07
"276","transparent","positive",2,2021-03-07
"277","trump","positive",2,2021-03-07
"278","trusted","positive",2,2021-03-07
"279","unable","negative",2,2021-03-07
"280","uninformed","negative",2,2021-03-07
"281","upset","negative",2,2021-03-07
"282","virus","negative",2,2021-03-07
"283","whoa","positive",2,2021-03-07
"284","wins","positive",2,2021-03-07
"285","wisdom","positive",2,2021-03-07
"286","wise","positive",2,2021-03-07
"287","abundance","positive",1,2021-03-07
"288","accurately","positive",1,2021-03-07
"289","achievements","positive",1,2021-03-07
"290","advanced","positive",1,2021-03-07
"291","afraid","negative",1,2021-03-07
"292","agony","negative",1,2021-03-07
"293","alarming","negative",1,2021-03-07
"294","ambitious","positive",1,2021-03-07
"295","anarchism","negative",1,2021-03-07
"296","anarchy","negative",1,2021-03-07
"297","appeal","positive",1,2021-03-07
"298","appreciated","positive",1,2021-03-07
"299","appreciates","positive",1,2021-03-07
"300","approval","positive",1,2021-03-07
"301","attractive","positive",1,2021-03-07
"302","autonomous","positive",1,2021-03-07
"303","awkward","negative",1,2021-03-07
"304","balanced","positive",1,2021-03-07
"305","begging","negative",1,2021-03-07
"306","benevolent","positive",1,2021-03-07
"307","bitch","negative",1,2021-03-07
"308","bless","positive",1,2021-03-07
"309","blind","negative",1,2021-03-07
"310","boring","negative",1,2021-03-07
"311","bother","negative",1,2021-03-07
"312","bravo","positive",1,2021-03-07
"313","breakup","negative",1,2021-03-07
"314","bright","positive",1,2021-03-07
"315","brilliance","positive",1,2021-03-07
"316","burned","negative",1,2021-03-07
"317","burning","negative",1,2021-03-07
"318","busts","negative",1,2021-03-07
"319","calm","positive",1,2021-03-07
"320","catastrophic","negative",1,2021-03-07
"321","chaotic","negative",1,2021-03-07
"322","charismatic","positive",1,2021-03-07
"323","charitable","positive",1,2021-03-07
"324","chill","negative",1,2021-03-07
"325","clarity","positive",1,2021-03-07
"326","cleaner","positive",1,2021-03-07
"327","clearer","positive",1,2021-03-07
"328","cold","negative",1,2021-03-07
"329","comfort","positive",1,2021-03-07
"330","commitment","positive",1,2021-03-07
"331","compassion","positive",1,2021-03-07
"332","compatible","positive",1,2021-03-07
"333","complain","negative",1,2021-03-07
"334","complaining","negative",1,2021-03-07
"335","concern","negative",1,2021-03-07
"336","confess","negative",1,2021-03-07
"337","confident","positive",1,2021-03-07
"338","conflicts","negative",1,2021-03-07
"339","confusion","negative",1,2021-03-07
"340","congratulations","positive",1,2021-03-07
"341","consistent","positive",1,2021-03-07
"342","contempt","negative",1,2021-03-07
"343","conveniently","positive",1,2021-03-07
"344","cool","positive",1,2021-03-07
"345","correctly","positive",1,2021-03-07
"346","corrupt","negative",1,2021-03-07
"347","corrupted","negative",1,2021-03-07
"348","crack","negative",1,2021-03-07
"349","creeping","negative",1,2021-03-07
"350","criminal","negative",1,2021-03-07
"351","crisis","negative",1,2021-03-07
"352","crude","negative",1,2021-03-07
"353","damage","negative",1,2021-03-07
"354","debasement","negative",1,2021-03-07
"355","defensive","negative",1,2021-03-07
"356","delay","negative",1,2021-03-07
"357","demonize","negative",1,2021-03-07
"358","denial","negative",1,2021-03-07
"359","dent","negative",1,2021-03-07
"360","depressed","negative",1,2021-03-07
"361","derision","negative",1,2021-03-07
"362","desperate","negative",1,2021-03-07
"363","despotism","negative",1,2021-03-07
"364","destiny","positive",1,2021-03-07
"365","detriment","negative",1,2021-03-07
"366","died","negative",1,2021-03-07
"367","dirt","negative",1,2021-03-07
"368","dirty","negative",1,2021-03-07
"369","disagreeing","negative",1,2021-03-07
"370","disappointed","negative",1,2021-03-07
"371","disappointing","negative",1,2021-03-07
"372","disaster","negative",1,2021-03-07
"373","discomfort","negative",1,2021-03-07
"374","displace","negative",1,2021-03-07
"375","disruption","negative",1,2021-03-07
"376","disses","negative",1,2021-03-07
"377","dominate","positive",1,2021-03-07
"378","dripping","negative",1,2021-03-07
"379","drowning","negative",1,2021-03-07
"380","dumb","negative",1,2021-03-07
"381","dumping","negative",1,2021-03-07
"382","dust","negative",1,2021-03-07
"383","ease","positive",1,2021-03-07
"384","easiest","positive",1,2021-03-07
"385","educated","positive",1,2021-03-07
"386","efficient","positive",1,2021-03-07
"387","efficiently","positive",1,2021-03-07
"388","elite","positive",1,2021-03-07
"389","eloquently","positive",1,2021-03-07
"390","empathy","positive",1,2021-03-07
"391","empower","positive",1,2021-03-07
"392","endorsement","positive",1,2021-03-07
"393","exceed","positive",1,2021-03-07
"394","fail","negative",1,2021-03-07
"395","failed","negative",1,2021-03-07
"396","failing","negative",1,2021-03-07
"397","fairly","positive",1,2021-03-07
"398","fame","positive",1,2021-03-07
"399","fantastic","positive",1,2021-03-07
"400","fascinating","positive",1,2021-03-07
"401","fat","negative",1,2021-03-07
"402","favor","positive",1,2021-03-07
"403","favour","positive",1,2021-03-07
"404","feat","positive",1,2021-03-07
"405","fell","negative",1,2021-03-07
"406","fib","negative",1,2021-03-07
"407","finely","positive",1,2021-03-07
"408","flexible","positive",1,2021-03-07
"409","floundering","negative",1,2021-03-07
"410","fortunately","positive",1,2021-03-07
"411","fraud","negative",1,2021-03-07
"412","freaking","negative",1,2021-03-07
"413","friction","negative",1,2021-03-07
"414","frugal","positive",1,2021-03-07
"415","ftw","positive",1,2021-03-07
"416","garbage","negative",1,2021-03-07
"417","generous","positive",1,2021-03-07
"418","gentle","positive",1,2021-03-07
"419","glitter","positive",1,2021-03-07
"420","glow","positive",1,2021-03-07
"421","golden","positive",1,2021-03-07
"422","grand","positive",1,2021-03-07
"423","greed","negative",1,2021-03-07
"424","gripe","negative",1,2021-03-07
"425","guarantee","positive",1,2021-03-07
"426","gumption","positive",1,2021-03-07
"427","hail","positive",1,2021-03-07
"428","handy","positive",1,2021-03-07
"429","hang","negative",1,2021-03-07
"430","hater","negative",1,2021-03-07
"431","heck","negative",1,2021-03-07
"432","hegemony","negative",1,2021-03-07
"433","hero","positive",1,2021-03-07
"434","holy","positive",1,2021-03-07
"435","honorable","positive",1,2021-03-07
"436","hooray","positive",1,2021-03-07
"437","horrible","negative",1,2021-03-07
"438","humble","positive",1,2021-03-07
"439","hurts","negative",1,2021-03-07
"440","hypocrisy","negative",1,2021-03-07
"441","ignorance","negative",1,2021-03-07
"442","illusion","negative",1,2021-03-07
"443","impaired","negative",1,2021-03-07
"444","impose","negative",1,2021-03-07
"445","impoverished","negative",1,2021-03-07
"446","improve","positive",1,2021-03-07
"447","impulsive","negative",1,2021-03-07
"448","impunity","negative",1,2021-03-07
"449","incomparable","negative",1,2021-03-07
"450","incorrect","negative",1,2021-03-07
"451","incredibly","positive",1,2021-03-07
"452","inevitably","negative",1,2021-03-07
"453","insecure","negative",1,2021-03-07
"454","irony","negative",1,2021-03-07
"455","jealous","negative",1,2021-03-07
"456","jealousy","negative",1,2021-03-07
"457","joke","negative",1,2021-03-07
"458","killed","negative",1,2021-03-07
"459","kindness","positive",1,2021-03-07
"460","knock","negative",1,2021-03-07
"461","kudos","positive",1,2021-03-07
"462","lack","negative",1,2021-03-07
"463","leak","negative",1,2021-03-07
"464","lean","positive",1,2021-03-07
"465","legendary","positive",1,2021-03-07
"466","liking","positive",1,2021-03-07
"467","limit","negative",1,2021-03-07
"468","loneliness","negative",1,2021-03-07
"469","lonely","negative",1,2021-03-07
"470","loot","negative",1,2021-03-07
"471","loses","negative",1,2021-03-07
"472","louder","negative",1,2021-03-07
"473","magic","positive",1,2021-03-07
"474","magnificent","positive",1,2021-03-07
"475","manipulative","negative",1,2021-03-07
"476","master","positive",1,2021-03-07
"477","mastery","positive",1,2021-03-07
"478","memorable","positive",1,2021-03-07
"479","mess","negative",1,2021-03-07
"480","misinform","negative",1,2021-03-07
"481","missed","negative",1,2021-03-07
"482","mistake","negative",1,2021-03-07
"483","mockery","negative",1,2021-03-07
"484","moron","negative",1,2021-03-07
"485","motivated","positive",1,2021-03-07
"486","myth","negative",1,2021-03-07
"487","negative","negative",1,2021-03-07
"488","nervous","negative",1,2021-03-07
"489","nicely","positive",1,2021-03-07
"490","objection","negative",1,2021-03-07
"491","opponent","negative",1,2021-03-07
"492","oppose","negative",1,2021-03-07
"493","opposition","negative",1,2021-03-07
"494","outperforming","positive",1,2021-03-07
"495","overweight","negative",1,2021-03-07
"496","painful","negative",1,2021-03-07
"497","passionate","positive",1,2021-03-07
"498","passive","negative",1,2021-03-07
"499","pathetic","negative",1,2021-03-07
"500","pleases","positive",1,2021-03-07
"501","pleasure","positive",1,2021-03-07
"502","plot","negative",1,2021-03-07
"503","pointless","negative",1,2021-03-07
"504","poison","negative",1,2021-03-07
"505","poorly","negative",1,2021-03-07
"506","posh","positive",1,2021-03-07
"507","priceless","positive",1,2021-03-07
"508","primitive","negative",1,2021-03-07
"509","progress","positive",1,2021-03-07
"510","progressive","positive",1,2021-03-07
"511","propaganda","negative",1,2021-03-07
"512","protect","positive",1,2021-03-07
"513","protests","negative",1,2021-03-07
"514","proud","positive",1,2021-03-07
"515","quiet","positive",1,2021-03-07
"516","rational","positive",1,2021-03-07
"517","reasonable","positive",1,2021-03-07
"518","recommendations","positive",1,2021-03-07
"519","redeeming","positive",1,2021-03-07
"520","refused","negative",1,2021-03-07
"521","regal","positive",1,2021-03-07
"522","regret","negative",1,2021-03-07
"523","regrets","negative",1,2021-03-07
"524","reliable","positive",1,2021-03-07
"525","respect","positive",1,2021-03-07
"526","retards","negative",1,2021-03-07
"527","revelation","positive",1,2021-03-07
"528","revolutionary","positive",1,2021-03-07
"529","revolutionize","positive",1,2021-03-07
"530","ridiculously","negative",1,2021-03-07
"531","rightfully","positive",1,2021-03-07
"532","rocky","negative",1,2021-03-07
"533","rogue","negative",1,2021-03-07
"534","rude","negative",1,2021-03-07
"535","ruined","negative",1,2021-03-07
"536","rust","negative",1,2021-03-07
"537","sad","negative",1,2021-03-07
"538","sadly","negative",1,2021-03-07
"539","safely","positive",1,2021-03-07
"540","satisfactorily","positive",1,2021-03-07
"541","scams","negative",1,2021-03-07
"542","scarcity","negative",1,2021-03-07
"543","scared","negative",1,2021-03-07
"544","scorn","negative",1,2021-03-07
"545","scratch","negative",1,2021-03-07
"546","scream","negative",1,2021-03-07
"547","scum","negative",1,2021-03-07
"548","selfish","negative",1,2021-03-07
"549","selfishly","negative",1,2021-03-07
"550","shallow","negative",1,2021-03-07
"551","shameless","negative",1,2021-03-07
"552","shatter","negative",1,2021-03-07
"553","shine","positive",1,2021-03-07
"554","shiny","positive",1,2021-03-07
"555","shock","negative",1,2021-03-07
"556","shun","negative",1,2021-03-07
"557","simplify","positive",1,2021-03-07
"558","simplifying","positive",1,2021-03-07
"559","skeptical","negative",1,2021-03-07
"560","skill","positive",1,2021-03-07
"561","sloppy","negative",1,2021-03-07
"562","slump","negative",1,2021-03-07
"563","smarter","positive",1,2021-03-07
"564","snagging","negative",1,2021-03-07
"565","sneak","negative",1,2021-03-07
"566","solid","positive",1,2021-03-07
"567","stable","positive",1,2021-03-07
"568","static","negative",1,2021-03-07
"569","steady","positive",1,2021-03-07
"570","stranger","negative",1,2021-03-07
"571","stress","negative",1,2021-03-07
"572","struggle","negative",1,2021-03-07
"573","stubborn","negative",1,2021-03-07
"574","stuck","negative",1,2021-03-07
"575","stupid","negative",1,2021-03-07
"576","stupidest","negative",1,2021-03-07
"577","succeed","positive",1,2021-03-07
"578","sucked","negative",1,2021-03-07
"579","sue","negative",1,2021-03-07
"580","suffer","negative",1,2021-03-07
"581","suffered","negative",1,2021-03-07
"582","supported","positive",1,2021-03-07
"583","survival","positive",1,2021-03-07
"584","survivor","positive",1,2021-03-07
"585","sweet","positive",1,2021-03-07
"586","talented","positive",1,2021-03-07
"587","tangle","negative",1,2021-03-07
"588","tender","positive",1,2021-03-07
"589","terribly","negative",1,2021-03-07
"590","threats","negative",1,2021-03-07
"591","tough","positive",1,2021-03-07
"592","toxic","negative",1,2021-03-07
"593","traction","positive",1,2021-03-07
"594","trap","negative",1,2021-03-07
"595","treasure","positive",1,2021-03-07
"596","trouble","negative",1,2021-03-07
"597","trustworthy","positive",1,2021-03-07
"598","twist","negative",1,2021-03-07
"599","ulterior","negative",1,2021-03-07
"600","uncertain","negative",1,2021-03-07
"601","undermine","negative",1,2021-03-07
"602","undermined","negative",1,2021-03-07
"603","unexpected","negative",1,2021-03-07
"604","unlimited","positive",1,2021-03-07
"605","unnecessary","negative",1,2021-03-07
"606","unsafe","negative",1,2021-03-07
"607","urgent","negative",1,2021-03-07
"608","vain","negative",1,2021-03-07
"609","vehemently","negative",1,2021-03-07
"610","versatile","positive",1,2021-03-07
"611","volatile","negative",1,2021-03-07
"612","waste","negative",1,2021-03-07
"613","weak","negative",1,2021-03-07
"614","weaknesses","negative",1,2021-03-07
"615","wealthy","positive",1,2021-03-07
"616","weird","negative",1,2021-03-07
"617","wisely","positive",1,2021-03-07
"618","worthless","negative",1,2021-03-07
