"","word","sentiment","n","date"
"865","disappoints","negative",1,2021-03-11
"866","disaster","negative",1,2021-03-11
"867","disastrous","negative",1,2021-03-11
"868","discredit","negative",1,2021-03-11
"869","discriminate","negative",1,2021-03-11
"870","dishonesty","negative",1,2021-03-11
"871","dislike","negative",1,2021-03-11
"872","disproportionate","negative",1,2021-03-11
"873","dispute","negative",1,2021-03-11
"874","distraction","negative",1,2021-03-11
"875","disturbing","negative",1,2021-03-11
"876","dominates","positive",1,2021-03-11
"877","doom","negative",1,2021-03-11
"878","doomed","negative",1,2021-03-11
"879","downfall","negative",1,2021-03-11
"880","downturn","negative",1,2021-03-11
"881","dragged","negative",1,2021-03-11
"882","draining","negative",1,2021-03-11
"883","drunken","negative",1,2021-03-11
"884","dunce","negative",1,2021-03-11
"885","dusty","negative",1,2021-03-11
"886","easing","positive",1,2021-03-11
"887","effortless","positive",1,2021-03-11
"888","elegant","positive",1,2021-03-11
"889","elimination","negative",1,2021-03-11
"890","embarrass","negative",1,2021-03-11
"891","endorsement","positive",1,2021-03-11
"892","engaging","positive",1,2021-03-11
"893","enhanced","positive",1,2021-03-11
"894","enhances","positive",1,2021-03-11
"895","enjoyable","positive",1,2021-03-11
"896","enlighten","positive",1,2021-03-11
"897","enlightenment","positive",1,2021-03-11
"898","entertaining","positive",1,2021-03-11
"899","enthusiasm","positive",1,2021-03-11
"900","entice","positive",1,2021-03-11
"901","euphoria","positive",1,2021-03-11
"902","euphoric","positive",1,2021-03-11
"903","exceeded","positive",1,2021-03-11
"904","excitement","positive",1,2021-03-11
"905","excites","positive",1,2021-03-11
"906","expire","negative",1,2021-03-11
"907","exploit","negative",1,2021-03-11
"908","extoll","positive",1,2021-03-11
"909","extraneous","negative",1,2021-03-11
"910","extravagant","negative",1,2021-03-11
"911","fabrication","negative",1,2021-03-11
"912","fabulous","positive",1,2021-03-11
"913","facilitate","positive",1,2021-03-11
"914","failures","negative",1,2021-03-11
"915","faint","negative",1,2021-03-11
"916","fairly","positive",1,2021-03-11
"917","fallacy","negative",1,2021-03-11
"918","fallen","negative",1,2021-03-11
"919","falsely","negative",1,2021-03-11
"920","famine","negative",1,2021-03-11
"921","fav","positive",1,2021-03-11
"922","favored","positive",1,2021-03-11
"923","favour","positive",1,2021-03-11
"924","felon","negative",1,2021-03-11
"925","fiction","negative",1,2021-03-11
"926","flagrant","negative",1,2021-03-11
"927","flawless","positive",1,2021-03-11
"928","flutter","positive",1,2021-03-11
"929","fooled","negative",1,2021-03-11
"930","foolhardy","negative",1,2021-03-11
"931","foolproof","positive",1,2021-03-11
"932","forbidden","negative",1,2021-03-11
"933","freak","negative",1,2021-03-11
"934","frenzy","negative",1,2021-03-11
"935","frightening","negative",1,2021-03-11
"936","frozen","negative",1,2021-03-11
"937","frustrating","negative",1,2021-03-11
"938","frustration","negative",1,2021-03-11
"939","ftw","positive",1,2021-03-11
"940","fulfillment","positive",1,2021-03-11
"941","fuss","negative",1,2021-03-11
"942","fuzzy","negative",1,2021-03-11
"943","gems","positive",1,2021-03-11
"944","genial","positive",1,2021-03-11
"945","gentle","positive",1,2021-03-11
"946","gladly","positive",1,2021-03-11
"947","glitches","negative",1,2021-03-11
"948","glorious","positive",1,2021-03-11
"949","goon","negative",1,2021-03-11
"950","goood","positive",1,2021-03-11
"951","gooood","positive",1,2021-03-11
"952","grand","positive",1,2021-03-11
"953","gratification","positive",1,2021-03-11
"954","gratitude","positive",1,2021-03-11
"955","grief","negative",1,2021-03-11
"956","gripe","negative",1,2021-03-11
"957","gritty","negative",1,2021-03-11
"958","gross","negative",1,2021-03-11
"959","guidance","positive",1,2021-03-11
"960","gullible","negative",1,2021-03-11
"961","hacks","negative",1,2021-03-11
"962","handsome","positive",1,2021-03-11
"963","haphazard","negative",1,2021-03-11
"964","hardened","negative",1,2021-03-11
"965","harm","negative",1,2021-03-11
"966","harmony","positive",1,2021-03-11
"967","hassle","negative",1,2021-03-11
"968","hassles","negative",1,2021-03-11
"969","haste","negative",1,2021-03-11
"970","hated","negative",1,2021-03-11
"971","hater","negative",1,2021-03-11
"972","hates","negative",1,2021-03-11
"973","haze","negative",1,2021-03-11
"974","heartbreaking","negative",1,2021-03-11
"975","heaven","positive",1,2021-03-11
"976","heresy","negative",1,2021-03-11
"977","hilarious","positive",1,2021-03-11
"978","honor","positive",1,2021-03-11
"979","honored","positive",1,2021-03-11
"980","hurts","negative",1,2021-03-11
"981","hypocritical","negative",1,2021-03-11
"982","illusion","negative",1,2021-03-11
"983","imaginary","negative",1,2021-03-11
"984","immense","positive",1,2021-03-11
"985","imminently","negative",1,2021-03-11
"986","immoral","negative",1,2021-03-11
"987","impending","negative",1,2021-03-11
"988","imposing","negative",1,2021-03-11
"989","impractical","negative",1,2021-03-11
"990","impressed","positive",1,2021-03-11
"991","imprisonment","negative",1,2021-03-11
"992","improvements","positive",1,2021-03-11
"993","improves","positive",1,2021-03-11
"994","improving","positive",1,2021-03-11
"995","impulsive","negative",1,2021-03-11
"996","incoherently","negative",1,2021-03-11
"997","incompatible","negative",1,2021-03-11
"998","incompetent","negative",1,2021-03-11
"999","ineffective","negative",1,2021-03-11
"1000","ineffectiveness","negative",1,2021-03-11
"1001","inefficient","negative",1,2021-03-11
"1002","inevitably","negative",1,2021-03-11
"1003","inexorable","negative",1,2021-03-11
"1004","inflated","negative",1,2021-03-11
"1005","influential","positive",1,2021-03-11
"1006","ingenious","positive",1,2021-03-11
"1007","insecure","negative",1,2021-03-11
"1008","insinuate","negative",1,2021-03-11
"1009","instrumental","positive",1,2021-03-11
"1010","insults","negative",1,2021-03-11
"1011","interrupt","negative",1,2021-03-11
"1012","invalidate","negative",1,2021-03-11
"1013","invisible","negative",1,2021-03-11
"1014","irony","negative",1,2021-03-11
"1015","irrelevance","negative",1,2021-03-11
"1016","irresponsibly","negative",1,2021-03-11
"1017","jobless","negative",1,2021-03-11
"1018","jolt","negative",1,2021-03-11
"1019","joy","positive",1,2021-03-11
"1020","jubilation","positive",1,2021-03-11
"1021","junk","negative",1,2021-03-11
"1022","killed","negative",1,2021-03-11
"1023","kudos","positive",1,2021-03-11
"1024","lacks","negative",1,2021-03-11
"1025","lags","negative",1,2021-03-11
"1026","leak","negative",1,2021-03-11
"1027","lean","positive",1,2021-03-11
"1028","leech","negative",1,2021-03-11
"1029","leer","negative",1,2021-03-11
"1030","lengthy","negative",1,2021-03-11
"1031","lethal","negative",1,2021-03-11
"1032","liar","negative",1,2021-03-11
"1033","lighter","positive",1,2021-03-11
"1034","livid","negative",1,2021-03-11
"1035","logical","positive",1,2021-03-11
"1036","losers","negative",1,2021-03-11
"1037","loud","negative",1,2021-03-11
"1038","lover","positive",1,2021-03-11
"1039","lure","negative",1,2021-03-11
"1040","madden","negative",1,2021-03-11
"1041","madly","negative",1,2021-03-11
"1042","magnificent","positive",1,2021-03-11
"1043","manipulate","negative",1,2021-03-11
"1044","marvelous","positive",1,2021-03-11
"1045","massacre","negative",1,2021-03-11
"1046","masters","positive",1,2021-03-11
"1047","mastery","positive",1,2021-03-11
"1048","mature","positive",1,2021-03-11
"1049","mediocre","negative",1,2021-03-11
"1050","menace","negative",1,2021-03-11
"1051","messed","negative",1,2021-03-11
"1052","messing","negative",1,2021-03-11
"1053","miracle","positive",1,2021-03-11
"1054","mire","negative",1,2021-03-11
"1055","misery","negative",1,2021-03-11
"1056","misinformed","negative",1,2021-03-11
"1057","misses","negative",1,2021-03-11
"1058","misunderstand","negative",1,2021-03-11
"1059","monstrous","negative",1,2021-03-11
"1060","moot","negative",1,2021-03-11
"1061","morality","positive",1,2021-03-11
"1062","moron","negative",1,2021-03-11
"1063","morons","negative",1,2021-03-11
"1064","mortified","negative",1,2021-03-11
"1065","mysterious","negative",1,2021-03-11
"1066","neat","positive",1,2021-03-11
"1067","nicely","positive",1,2021-03-11
"1068","nimble","positive",1,2021-03-11
"1069","noble","positive",1,2021-03-11
"1070","nonsense","negative",1,2021-03-11
"1071","nurturing","positive",1,2021-03-11
"1072","oasis","positive",1,2021-03-11
"1073","obtuse","negative",1,2021-03-11
"1074","odor","negative",1,2021-03-11
"1075","onerous","negative",1,2021-03-11
"1076","opposition","negative",1,2021-03-11
"1077","oppression","negative",1,2021-03-11
"1078","oppressive","negative",1,2021-03-11
"1079","optimal","positive",1,2021-03-11
"1080","opulent","positive",1,2021-03-11
"1081","outlaw","negative",1,2021-03-11
"1082","outperform","positive",1,2021-03-11
"1083","outrageous","negative",1,2021-03-11
"1084","outshine","positive",1,2021-03-11
"1085","outsmart","positive",1,2021-03-11
"1086","overheat","negative",1,2021-03-11
"1087","overrated","negative",1,2021-03-11
"1088","overthrow","negative",1,2021-03-11
"1089","overwhelming","negative",1,2021-03-11
"1090","painfully","negative",1,2021-03-11
"1091","pampers","positive",1,2021-03-11
"1092","paradise","positive",1,2021-03-11
"1093","pardon","positive",1,2021-03-11
"1094","passionate","positive",1,2021-03-11
"1095","pep","positive",1,2021-03-11
"1096","perfection","positive",1,2021-03-11
"1097","perish","negative",1,2021-03-11
"1098","persevere","positive",1,2021-03-11
"1099","pervert","negative",1,2021-03-11
"1100","pessimism","negative",1,2021-03-11
"1101","phenomenal","positive",1,2021-03-11
"1102","pleas","negative",1,2021-03-11
"1103","plot","negative",1,2021-03-11
"1104","poorest","negative",1,2021-03-11
"1105","poorly","negative",1,2021-03-11
"1106","precise","positive",1,2021-03-11
"1107","precisely","positive",1,2021-03-11
"1108","preferably","positive",1,2021-03-11
"1109","pretense","negative",1,2021-03-11
"1110","priceless","positive",1,2021-03-11
"1111","pride","positive",1,2021-03-11
"1112","primitive","negative",1,2021-03-11
"1113","prison","negative",1,2021-03-11
"1114","privileged","positive",1,2021-03-11
"1115","productive","positive",1,2021-03-11
"1116","progressive","positive",1,2021-03-11
"1117","propaganda","negative",1,2021-03-11
"1118","proprietary","negative",1,2021-03-11
"1119","prosperity","positive",1,2021-03-11
"1120","protest","negative",1,2021-03-11
"1121","protests","negative",1,2021-03-11
"1122","proven","positive",1,2021-03-11
"1123","provocation","negative",1,2021-03-11
"1124","pry","negative",1,2021-03-11
"1125","purposeful","positive",1,2021-03-11
"1126","quarrels","negative",1,2021-03-11
"1127","queer","negative",1,2021-03-11
"1128","racists","negative",1,2021-03-11
"1129","raging","negative",1,2021-03-11
"1130","randomly","negative",1,2021-03-11
"1131","rant","negative",1,2021-03-11
"1132","rants","negative",1,2021-03-11
"1133","raped","negative",1,2021-03-11
"1134","rapid","positive",1,2021-03-11
"1135","rebuke","negative",1,2021-03-11
"1136","reckless","negative",1,2021-03-11
"1137","redeem","positive",1,2021-03-11
"1138","redundancy","negative",1,2021-03-11
"1139","refuse","negative",1,2021-03-11
"1140","regrets","negative",1,2021-03-11
"1141","regretted","negative",1,2021-03-11
"1142","rejects","negative",1,2021-03-11
"1143","relentlessly","negative",1,2021-03-11
"1144","reliably","positive",1,2021-03-11
"1145","remorse","negative",1,2021-03-11
"1146","reprehensible","negative",1,2021-03-11
"1147","reputation","positive",1,2021-03-11
"1148","respectfully","positive",1,2021-03-11
"1149","restriction","negative",1,2021-03-11
"1150","restructuring","positive",1,2021-03-11
"1151","retarded","negative",1,2021-03-11
"1152","retards","negative",1,2021-03-11
"1153","revenge","negative",1,2021-03-11
"1154","revival","positive",1,2021-03-11
"1155","revolt","negative",1,2021-03-11
"1156","revolutionize","positive",1,2021-03-11
"1157","rewarding","positive",1,2021-03-11
"1158","ridicule","negative",1,2021-03-11
"1159","ridicules","negative",1,2021-03-11
"1160","rightly","positive",1,2021-03-11
"1161","rile","negative",1,2021-03-11
"1162","rivalry","negative",1,2021-03-11
"1163","robust","positive",1,2021-03-11
"1164","rogue","negative",1,2021-03-11
"1165","rollercoaster","negative",1,2021-03-11
"1166","rough","negative",1,2021-03-11
"1167","rude","negative",1,2021-03-11
"1168","ruining","negative",1,2021-03-11
"1169","rumor","negative",1,2021-03-11
"1170","rumours","negative",1,2021-03-11
"1171","rust","negative",1,2021-03-11
"1172","sadly","negative",1,2021-03-11
"1173","sag","negative",1,2021-03-11
"1174","satisfying","positive",1,2021-03-11
"1175","saver","positive",1,2021-03-11
"1176","scoff","negative",1,2021-03-11
"1177","seamless","positive",1,2021-03-11
"1178","sensitive","positive",1,2021-03-11
"1179","shameful","negative",1,2021-03-11
"1180","shameless","negative",1,2021-03-11
"1181","shamelessly","negative",1,2021-03-11
"1182","shun","negative",1,2021-03-11
"1183","silly","negative",1,2021-03-11
"1184","simpler","positive",1,2021-03-11
"1185","sinister","negative",1,2021-03-11
"1186","skeptic","negative",1,2021-03-11
"1187","skepticism","negative",1,2021-03-11
"1188","skilled","positive",1,2021-03-11
"1189","slaughtered","negative",1,2021-03-11
"1190","slave","negative",1,2021-03-11
"1191","slogged","negative",1,2021-03-11
"1192","slowed","negative",1,2021-03-11
"1193","smelling","negative",1,2021-03-11
"1194","smelly","negative",1,2021-03-11
"1195","sob","negative",1,2021-03-11
"1196","sober","negative",1,2021-03-11
"1197","sophisticated","positive",1,2021-03-11
"1198","spilling","negative",1,2021-03-11
"1199","spoil","negative",1,2021-03-11
"1200","squander","negative",1,2021-03-11
"1201","stagnant","negative",1,2021-03-11
"1202","stall","negative",1,2021-03-11
"1203","static","negative",1,2021-03-11
"1204","stealing","negative",1,2021-03-11
"1205","steep","negative",1,2021-03-11
"1206","straightforward","positive",1,2021-03-11
"1207","stranger","negative",1,2021-03-11
"1208","stress","negative",1,2021-03-11
"1209","stressful","negative",1,2021-03-11
"1210","striking","positive",1,2021-03-11
"1211","struck","negative",1,2021-03-11
"1212","struggles","negative",1,2021-03-11
"1213","stumble","negative",1,2021-03-11
"1214","stunned","positive",1,2021-03-11
"1215","stupidest","negative",1,2021-03-11
"1216","stupidity","negative",1,2021-03-11
"1217","stupidly","negative",1,2021-03-11
"1218","succeeding","positive",1,2021-03-11
"1219","succeeds","positive",1,2021-03-11
"1220","successes","positive",1,2021-03-11
"1221","sucked","negative",1,2021-03-11
"1222","sued","negative",1,2021-03-11
"1223","suitable","positive",1,2021-03-11
"1224","sunk","negative",1,2021-03-11
"1225","supporter","positive",1,2021-03-11
"1226","suppress","negative",1,2021-03-11
"1227","supreme","positive",1,2021-03-11
"1228","symptom","negative",1,2021-03-11
"1229","syndrome","negative",1,2021-03-11
"1230","tainted","negative",1,2021-03-11
"1231","talents","positive",1,2021-03-11
"1232","tease","negative",1,2021-03-11
"1233","tedious","negative",1,2021-03-11
"1234","temptation","negative",1,2021-03-11
"1235","tense","negative",1,2021-03-11
"1236","terribly","negative",1,2021-03-11
"1237","threaten","negative",1,2021-03-11
"1238","threatening","negative",1,2021-03-11
"1239","thrive","positive",1,2021-03-11
"1240","thriving","positive",1,2021-03-11
"1241","tough","positive",1,2021-03-11
"1242","tougher","positive",1,2021-03-11
"1243","tragedy","negative",1,2021-03-11
"1244","trapped","negative",1,2021-03-11
"1245","trendy","positive",1,2021-03-11
"1246","trick","negative",1,2021-03-11
"1247","trophy","positive",1,2021-03-11
"1248","trouble","negative",1,2021-03-11
"1249","tumbles","negative",1,2021-03-11
"1250","ugh","negative",1,2021-03-11
"1251","unable","negative",1,2021-03-11
"1252","unachievable","negative",1,2021-03-11
"1253","unbelievable","negative",1,2021-03-11
"1254","unbiased","positive",1,2021-03-11
"1255","unclear","negative",1,2021-03-11
"1256","undefined","negative",1,2021-03-11
"1257","underdog","negative",1,2021-03-11
"1258","underestimate","negative",1,2021-03-11
"1259","undisputed","positive",1,2021-03-11
"1260","unexpected","negative",1,2021-03-11
"1261","unfettered","positive",1,2021-03-11
"1262","unforgettable","positive",1,2021-03-11
"1263","unimaginable","negative",1,2021-03-11
"1264","unlawful","negative",1,2021-03-11
"1265","unleash","negative",1,2021-03-11
"1266","unnecessary","negative",1,2021-03-11
"1267","unneeded","negative",1,2021-03-11
"1268","unparalleled","positive",1,2021-03-11
"1269","unpopular","negative",1,2021-03-11
"1270","unreal","positive",1,2021-03-11
"1271","unrest","negative",1,2021-03-11
"1272","unsound","negative",1,2021-03-11
"1273","unsure","negative",1,2021-03-11
"1274","unsustainable","negative",1,2021-03-11
"1275","untouched","negative",1,2021-03-11
"1276","unwavering","positive",1,2021-03-11
"1277","upbeat","positive",1,2021-03-11
"1278","upgraded","positive",1,2021-03-11
"1279","utterly","negative",1,2021-03-11
"1280","vague","negative",1,2021-03-11
"1281","vibration","negative",1,2021-03-11
"1282","vicious","negative",1,2021-03-11
"1283","victory","positive",1,2021-03-11
"1284","violent","negative",1,2021-03-11
"1285","violently","negative",1,2021-03-11
"1286","virtuous","positive",1,2021-03-11
"1287","visionary","positive",1,2021-03-11
"1288","vivid","positive",1,2021-03-11
"1289","warned","negative",1,2021-03-11
"1290","weaker","negative",1,2021-03-11
"1291","weep","negative",1,2021-03-11
"1292","whoa","positive",1,2021-03-11
"1293","whore","negative",1,2021-03-11
"1294","willingness","positive",1,2021-03-11
"1295","windfall","positive",1,2021-03-11
"1296","witty","positive",1,2021-03-11
"1297","worthwhile","positive",1,2021-03-11
"1298","wreck","negative",1,2021-03-11
"1299","wrongly","negative",1,2021-03-11
"1300","zombie","negative",1,2021-03-11
